date,temperature_2m,precipitation_probability,precipitation,latitude,longitude
2024-06-21 18:00:00+00:00,27.302,39.0,0.0,1.375,103.5
2024-06-21 19:00:00+00:00,27.302,46.0,0.0,1.375,103.5
2024-06-21 20:00:00+00:00,27.302,54.0,0.0,1.375,103.5
2024-06-21 21:00:00+00:00,27.502,61.0,0.0,1.375,103.5
2024-06-21 22:00:00+00:00,27.502,66.0,0.0,1.375,103.5
2024-06-21 23:00:00+00:00,27.452,72.0,0.0,1.375,103.5
2024-06-22 00:00:00+00:00,28.052,77.0,0.0,1.375,103.5
2024-06-22 01:00:00+00:00,28.602,73.0,0.1,1.375,103.5
2024-06-22 02:00:00+00:00,29.252,69.0,0.1,1.375,103.5
2024-06-22 03:00:00+00:00,29.802,65.0,0.1,1.375,103.5
2024-06-22 04:00:00+00:00,30.152,51.0,0.4,1.375,103.5
2024-06-22 05:00:00+00:00,30.402,37.0,0.4,1.375,103.5
2024-06-22 06:00:00+00:00,30.502,23.0,0.4,1.375,103.5
2024-06-22 07:00:00+00:00,30.352,21.0,0.3,1.375,103.5
2024-06-22 08:00:00+00:00,30.002,18.0,0.3,1.375,103.5
2024-06-22 09:00:00+00:00,29.602,16.0,0.3,1.375,103.5
2024-06-22 10:00:00+00:00,29.202,14.0,0.0,1.375,103.5
2024-06-22 11:00:00+00:00,28.702,12.0,0.0,1.375,103.5
2024-06-22 12:00:00+00:00,28.352,10.0,0.0,1.375,103.5
2024-06-22 13:00:00+00:00,28.152,10.0,0.0,1.375,103.5
2024-06-22 14:00:00+00:00,28.002,10.0,0.0,1.375,103.5
2024-06-22 15:00:00+00:00,27.852,10.0,0.0,1.375,103.5
2024-06-22 16:00:00+00:00,27.652,15.0,0.0,1.375,103.5
2024-06-22 17:00:00+00:00,27.402,21.0,0.0,1.375,103.5
2024-06-22 18:00:00+00:00,27.252,26.0,0.0,1.375,103.5
2024-06-22 19:00:00+00:00,27.152,35.0,0.0,1.375,103.5
2024-06-22 20:00:00+00:00,27.102,43.0,0.0,1.375,103.5
2024-06-22 21:00:00+00:00,27.152,52.0,0.0,1.375,103.5
2024-06-22 22:00:00+00:00,27.352,55.0,0.0,1.375,103.5
2024-06-22 23:00:00+00:00,27.652,58.0,0.0,1.375,103.5
2024-06-23 00:00:00+00:00,28.152,61.0,0.0,1.375,103.5
2024-06-23 01:00:00+00:00,28.952,58.0,0.0,1.375,103.5
2024-06-23 02:00:00+00:00,29.952,55.0,0.0,1.375,103.5
2024-06-23 03:00:00+00:00,30.802,52.0,0.0,1.375,103.5
2024-06-23 04:00:00+00:00,31.502,50.0,0.0,1.375,103.5
2024-06-23 05:00:00+00:00,32.151997,47.0,0.0,1.375,103.5
2024-06-23 06:00:00+00:00,32.452,45.0,0.0,1.375,103.5
2024-06-23 07:00:00+00:00,32.401997,36.0,0.0,1.375,103.5
2024-06-23 08:00:00+00:00,32.002,28.0,0.0,1.375,103.5
2024-06-23 09:00:00+00:00,31.452,19.0,0.0,1.375,103.5
2024-06-23 10:00:00+00:00,30.602,14.0,0.0,1.375,103.5
2024-06-23 11:00:00+00:00,29.602,8.0,0.0,1.375,103.5
2024-06-23 12:00:00+00:00,28.752,3.0,0.0,1.375,103.5
2024-06-23 13:00:00+00:00,28.202,5.0,0.0,1.375,103.5
2024-06-23 14:00:00+00:00,27.802,8.0,0.0,1.375,103.5
2024-06-23 15:00:00+00:00,27.502,10.0,0.0,1.375,103.5
2024-06-23 16:00:00+00:00,27.302,12.0,0.0,1.375,103.5
2024-06-23 17:00:00+00:00,27.152,14.0,0.0,1.375,103.5
2024-06-23 18:00:00+00:00,27.102,16.0,0.0,1.375,103.5
2024-06-23 19:00:00+00:00,26.902,20.0,0.0,1.375,103.5
2024-06-23 20:00:00+00:00,26.952,25.0,0.0,1.375,103.5
2024-06-23 21:00:00+00:00,27.102,29.0,0.0,1.375,103.5
2024-06-23 22:00:00+00:00,27.202,34.0,0.0,1.375,103.5
2024-06-23 23:00:00+00:00,27.402,40.0,0.0,1.375,103.5
2024-06-24 00:00:00+00:00,27.852,45.0,0.0,1.375,103.5
2024-06-24 01:00:00+00:00,28.802,44.0,0.0,1.375,103.5
2024-06-24 02:00:00+00:00,30.002,43.0,0.0,1.375,103.5
2024-06-24 03:00:00+00:00,31.002,42.0,0.0,1.375,103.5
2024-06-24 04:00:00+00:00,31.702,36.0,0.0,1.375,103.5
2024-06-24 05:00:00+00:00,32.202,29.0,0.0,1.375,103.5
2024-06-24 06:00:00+00:00,32.502,23.0,0.0,1.375,103.5
2024-06-24 07:00:00+00:00,32.552,19.0,0.0,1.375,103.5
2024-06-24 08:00:00+00:00,32.401997,14.0,0.0,1.375,103.5
2024-06-24 09:00:00+00:00,31.952,10.0,0.0,1.375,103.5
2024-06-24 10:00:00+00:00,31.052,7.0,0.0,1.375,103.5
2024-06-24 11:00:00+00:00,29.952,3.0,0.0,1.375,103.5
2024-06-24 12:00:00+00:00,29.002,0.0,0.0,1.375,103.5
2024-06-24 13:00:00+00:00,28.502,1.0,0.0,1.375,103.5
2024-06-24 14:00:00+00:00,28.252,2.0,0.0,1.375,103.5
2024-06-24 15:00:00+00:00,28.002,3.0,0.0,1.375,103.5
2024-06-24 16:00:00+00:00,27.752,3.0,0.0,1.375,103.5
2024-06-24 17:00:00+00:00,27.552,3.0,0.0,1.375,103.5
2024-06-24 18:00:00+00:00,27.352,3.0,0.0,1.375,103.5
2024-06-24 19:00:00+00:00,27.102,3.0,0.0,1.375,103.5
2024-06-24 20:00:00+00:00,26.852,3.0,0.0,1.375,103.5
2024-06-24 21:00:00+00:00,26.802,3.0,0.0,1.375,103.5
2024-06-24 22:00:00+00:00,26.902,10.0,0.0,1.375,103.5
2024-06-24 23:00:00+00:00,27.202,16.0,0.0,1.375,103.5
2024-06-25 00:00:00+00:00,27.802,23.0,0.0,1.375,103.5
2024-06-25 01:00:00+00:00,28.952,27.0,0.0,1.375,103.5
2024-06-25 02:00:00+00:00,30.352,31.0,0.0,1.375,103.5
2024-06-25 03:00:00+00:00,31.502,35.0,0.0,1.375,103.5
2024-06-25 04:00:00+00:00,32.151997,33.0,0.0,1.375,103.5
2024-06-25 05:00:00+00:00,32.502,31.0,0.0,1.375,103.5
2024-06-25 06:00:00+00:00,32.651997,29.0,0.0,1.375,103.5
2024-06-25 07:00:00+00:00,32.601997,25.0,0.0,1.375,103.5
2024-06-25 08:00:00+00:00,32.401997,20.0,0.0,1.375,103.5
2024-06-25 09:00:00+00:00,31.902,16.0,0.0,1.375,103.5
2024-06-25 10:00:00+00:00,31.052,14.0,0.0,1.375,103.5
2024-06-25 11:00:00+00:00,29.952,12.0,0.0,1.375,103.5
2024-06-25 12:00:00+00:00,29.052,10.0,0.0,1.375,103.5
2024-06-25 13:00:00+00:00,28.552,8.0,0.0,1.375,103.5
2024-06-25 14:00:00+00:00,28.252,5.0,0.0,1.375,103.5
2024-06-25 15:00:00+00:00,28.002,3.0,0.0,1.375,103.5
2024-06-25 16:00:00+00:00,27.652,7.0,0.0,1.375,103.5
2024-06-25 17:00:00+00:00,27.352,12.0,0.0,1.375,103.5
2024-06-25 18:00:00+00:00,27.152,16.0,0.0,1.375,103.5
2024-06-25 19:00:00+00:00,27.052,20.0,0.0,1.375,103.5
2024-06-25 20:00:00+00:00,27.052,25.0,0.0,1.375,103.5
2024-06-25 21:00:00+00:00,27.152,29.0,0.0,1.375,103.5
2024-06-25 22:00:00+00:00,27.452,29.0,0.0,1.375,103.5
2024-06-25 23:00:00+00:00,27.802,29.0,0.0,1.375,103.5
